VIV_accession,1_Chordata,2_Mammalia,3_Primates,4_Hominidae,5_Homo,6_Homo sapiens
VIV_1792832,1,1,1,1,1,1
VIV_1795438,0,0,0,0,0,0
VIV_1795442,0,0,0,0,0,0
VIV_1795648,1,1,0,0,0,0
VIV_1795983,1,1,0,0,0,0
VIV_1795984,1,1,0,0,0,0
VIV_1795985,1,1,0,0,0,0
VIV_1795988,1,1,0,0,0,0
VIV_1795989,1,1,0,0,0,0
VIV_1795991,1,1,0,0,0,0
VIV_1795994,1,1,0,0,0,0
VIV_1795998,1,1,0,0,0,0
VIV_1795999,1,1,0,0,0,0
VIV_1796003,1,1,0,0,0,0
VIV_1796004,1,1,0,0,0,0
VIV_1796005,1,1,0,0,0,0
VIV_1796006,1,1,0,0,0,0
VIV_1796007,1,1,0,0,0,0
VIV_1796008,1,1,0,0,0,0
VIV_1796009,1,1,0,0,0,0
VIV_1796010,1,1,0,0,0,0
VIV_1796011,1,1,0,0,0,0
VIV_1796012,1,1,0,0,0,0
VIV_1796013,1,1,0,0,0,0
VIV_1796014,1,1,0,0,0,0
VIV_1796015,1,1,0,0,0,0
VIV_1796016,1,1,0,0,0,0
VIV_1796017,1,1,0,0,0,0
VIV_1796018,1,1,0,0,0,0
VIV_1798085,1,0,0,0,0,0
VIV_180170,1,1,1,1,1,1
VIV_180230,1,0,0,0,0,0
VIV_1802951,0,0,0,0,0,0
VIV_1803034,0,0,0,0,0,0
VIV_1803263,0,0,0,0,0,0
VIV_1803394,1,1,1,1,1,1
VIV_1803956,1,1,1,1,1,1
VIV_1805494,1,1,1,1,1,1
VIV_180586,0,0,0,0,0,0
VIV_1806636,1,1,0,0,0,0
VIV_180822,0,0,0,0,0,0
VIV_1809112,0,0,0,0,0,0
VIV_1810944,1,0,0,0,0,0
VIV_1810946,1,1,1,1,1,1
VIV_1810947,0,0,0,0,0,0
VIV_1810950,1,0,0,0,0,0
VIV_1810952,0,0,0,0,0,0
VIV_1811230,0,0,0,0,0,0
VIV_1812179,1,1,0,0,0,0
VIV_1813613,1,1,0,0,0,0
VIV_1813615,1,1,0,0,0,0
VIV_1819301,1,1,0,0,0,0
VIV_1819305,1,0,0,0,0,0
VIV_1820046,1,1,0,0,0,0
VIV_1820158,1,1,1,1,1,1
VIV_1820159,1,1,1,1,1,1
VIV_1820160,1,1,1,1,1,1
VIV_1821222,0,0,0,0,0,0
VIV_1821227,0,0,0,0,0,0
VIV_1821545,0,0,0,0,0,0
VIV_1821753,1,1,0,0,0,0
VIV_1821754,1,1,0,0,0,0
VIV_1822365,1,1,0,0,0,0
VIV_1823757,1,1,1,0,0,0
VIV_1826059,1,1,1,0,0,0
VIV_1836608,1,1,0,0,0,0
VIV_1837217,1,1,0,0,0,0
VIV_1841195,1,1,0,0,0,0
VIV_1843734,1,1,0,0,0,0
VIV_1843735,1,1,0,0,0,0
VIV_1843736,1,1,0,0,0,0
VIV_1843737,1,0,0,0,0,0
VIV_1843738,1,1,0,0,0,0
VIV_1843739,1,1,0,0,0,0
VIV_1843740,1,1,0,0,0,0
VIV_1843742,1,1,0,0,0,0
VIV_1843749,1,1,0,0,0,0
VIV_1843750,1,1,0,0,0,0
VIV_1843751,1,1,0,0,0,0
VIV_1843752,1,1,0,0,0,0
VIV_1843753,1,1,0,0,0,0
VIV_1843754,1,1,0,0,0,0
VIV_1843756,1,1,0,0,0,0
VIV_1843757,1,1,0,0,0,0
VIV_1843758,1,1,0,0,0,0
VIV_1843761,1,0,0,0,0,0
VIV_1843763,1,1,0,0,0,0
VIV_1843764,1,1,0,0,0,0
VIV_1843765,1,1,0,0,0,0
VIV_1843766,1,1,0,0,0,0
VIV_1843767,1,1,0,0,0,0
VIV_1843768,1,0,0,0,0,0
VIV_1843769,1,0,0,0,0,0
VIV_1843770,1,0,0,0,0,0
VIV_1843771,1,1,0,0,0,0
VIV_1843772,1,1,0,0,0,0
VIV_1843773,1,1,0,0,0,0
VIV_1844920,0,0,0,0,0,0
VIV_1844927,0,0,0,0,0,0
VIV_1846169,1,1,1,0,0,0
VIV_1846259,1,1,0,0,0,0
VIV_1849328,1,1,0,0,0,0
VIV_1850906,0,0,0,0,0,0
VIV_1851087,0,0,0,0,0,0
VIV_1851130,1,1,1,1,1,1
VIV_1851215,1,1,1,1,1,1
VIV_1851219,1,1,1,1,1,1
VIV_1856030,1,0,0,0,0,0
VIV_185636,0,0,0,0,0,0
VIV_185637,0,0,0,0,0,0
VIV_185638,0,0,0,0,0,0
VIV_185639,0,0,0,0,0,0
VIV_1856565,1,1,1,0,0,0
VIV_185782,1,0,0,0,0,0
VIV_1859149,1,1,1,1,1,1
VIV_186165,0,0,0,0,0,0
VIV_1861840,1,1,0,0,0,0
VIV_1862824,1,1,1,1,1,1
VIV_1862825,1,1,1,1,1,1
VIV_1862978,1,0,0,0,0,0
VIV_1864484,1,1,0,0,0,0
VIV_186538,1,1,1,1,1,1
VIV_186539,1,1,1,1,1,1
VIV_186540,1,1,1,1,1,1
VIV_186541,1,1,1,1,1,1
VIV_1867125,1,1,1,1,1,1
VIV_1867943,1,1,1,0,0,0
VIV_1868218,1,1,0,0,0,0
VIV_1868219,1,1,0,0,0,0
VIV_1868221,1,1,0,0,0,0
VIV_1868621,0,0,0,0,0,0
VIV_1868658,1,1,1,1,1,1
VIV_1870981,0,0,0,0,0,0
VIV_1871132,1,0,0,0,0,0
VIV_1871153,0,0,0,0,0,0
VIV_1873455,1,1,0,0,0,0
VIV_1873698,1,1,0,0,0,0
VIV_187984,1,1,1,1,1,1
VIV_1881951,1,0,0,0,0,0
VIV_1882382,1,1,0,0,0,0
VIV_1884879,1,0,0,0,0,0
VIV_1884917,1,0,0,0,0,0
VIV_1885248,1,1,1,1,1,1
VIV_1885571,1,1,0,0,0,0
VIV_1885927,1,0,0,0,0,0
VIV_1885928,1,0,0,0,0,0
VIV_1887213,1,1,0,0,0,0
VIV_1887214,1,1,0,0,0,0
VIV_1887215,1,1,0,0,0,0
VIV_1887216,1,1,0,0,0,0
VIV_1887217,1,1,0,0,0,0
VIV_1887218,1,1,0,0,0,0
VIV_1887219,1,1,0,0,0,0
VIV_1887314,1,1,0,0,0,0
VIV_188763,1,1,1,1,0,0
VIV_1888309,1,1,0,0,0,0
VIV_1888317,0,0,0,0,0,0
VIV_1888318,0,0,0,0,0,0
VIV_188938,1,1,0,0,0,0
VIV_1891718,1,1,0,0,0,0
VIV_1891719,1,1,1,0,0,0
VIV_1891720,1,1,1,0,0,0
VIV_1891722,1,1,0,0,0,0
VIV_1891729,1,1,0,0,0,0
VIV_1891735,1,1,1,1,0,0
VIV_1891736,1,1,1,1,0,0
VIV_1891737,1,1,1,1,0,0
VIV_1891738,1,1,1,1,0,0
VIV_1891739,1,1,1,1,0,0
VIV_1891754,1,1,1,1,1,1
VIV_1891756,1,1,0,0,0,0
VIV_1891758,1,1,1,0,0,0
VIV_1891761,1,1,0,0,0,0
VIV_1891762,1,1,1,1,1,1
VIV_1891764,1,1,1,1,1,1
VIV_1891767,1,1,1,1,1,1
VIV_1891768,1,1,0,0,0,0
VIV_1891769,1,1,0,0,0,0
VIV_1891770,1,1,0,0,0,0
VIV_1891773,1,1,0,0,0,0
VIV_1892235,0,0,0,0,0,0
VIV_1892236,0,0,0,0,0,0
VIV_1892416,1,1,0,0,0,0
VIV_1897732,0,0,0,0,0,0
VIV_1898060,1,0,0,0,0,0
VIV_1898175,1,1,0,0,0,0
VIV_190061,1,0,0,0,0,0
VIV_190063,1,0,0,0,0,0
VIV_190064,1,0,0,0,0,0
VIV_190065,1,1,0,0,0,0
VIV_190239,1,1,0,0,0,0
VIV_1902501,1,1,0,0,0,0
VIV_1902502,1,1,0,0,0,0
VIV_1903318,1,1,1,0,0,0
VIV_1903340,0,0,0,0,0,0
VIV_1903560,0,0,0,0,0,0
VIV_1904408,1,1,0,0,0,0
VIV_1904409,1,1,0,0,0,0
VIV_1904410,1,1,0,0,0,0
VIV_1904411,1,1,0,0,0,0
VIV_1904439,1,1,1,0,0,0
VIV_1904876,1,1,1,1,1,1
VIV_1905556,1,1,0,0,0,0
VIV_1906170,1,1,0,0,0,0
VIV_1906172,1,1,0,0,0,0
VIV_1906173,1,1,0,0,0,0
VIV_1906175,1,1,0,0,0,0
VIV_1906176,1,1,0,0,0,0
VIV_1906178,1,1,0,0,0,0
VIV_1906244,0,0,0,0,0,0
VIV_1906245,0,0,0,0,0,0
VIV_1906673,1,1,0,0,0,0
VIV_1907210,1,1,1,1,1,1
VIV_1907767,1,0,0,0,0,0
VIV_1907771,1,0,0,0,0,0
VIV_1907787,1,1,1,1,1,1
VIV_1908804,1,1,0,0,0,0
VIV_1908805,1,1,0,0,0,0
VIV_1911102,0,0,0,0,0,0
VIV_1911104,1,1,0,0,0,0
VIV_1911434,0,0,0,0,0,0
VIV_1911435,0,0,0,0,0,0
VIV_1911436,0,0,0,0,0,0
VIV_1911438,0,0,0,0,0,0
VIV_1911439,0,0,0,0,0,0
VIV_1911442,0,0,0,0,0,0
VIV_1911554,1,1,0,0,0,0
VIV_1911555,1,1,0,0,0,0
VIV_1912234,0,0,0,0,0,0
VIV_1912759,1,1,0,0,0,0
VIV_1914415,1,1,1,1,1,1
VIV_1914442,1,1,0,0,0,0
VIV_1916647,0,0,0,0,0,0
VIV_1916650,0,0,0,0,0,0
VIV_1916701,0,0,0,0,0,0
VIV_1917013,1,1,0,0,0,0
VIV_1917410,1,1,0,0,0,0
VIV_1917411,1,1,0,0,0,0
VIV_1917412,1,1,0,0,0,0
VIV_1917413,1,1,0,0,0,0
VIV_1917414,1,1,0,0,0,0
VIV_1917416,1,1,0,0,0,0
VIV_1919071,0,0,0,0,0,0
VIV_1919083,1,1,1,0,0,0
VIV_1919247,1,1,0,0,0,0
VIV_1920698,0,0,0,0,0,0
VIV_1920748,1,1,0,0,0,0
VIV_1920988,0,0,0,0,0,0
VIV_1920989,0,0,0,0,0,0
VIV_1920991,0,0,0,0,0,0
VIV_1921414,0,0,0,0,0,0
VIV_192196,1,1,1,1,1,1
VIV_192199,1,1,1,1,1,1
VIV_1922325,1,1,0,0,0,0
VIV_1922353,0,0,0,0,0,0
VIV_1922377,0,0,0,0,0,0
VIV_1922428,0,0,0,0,0,0
VIV_1922429,0,0,0,0,0,0
VIV_1922430,0,0,0,0,0,0
VIV_1922431,0,0,0,0,0,0
VIV_1922432,0,0,0,0,0,0
VIV_1922433,0,0,0,0,0,0
VIV_1922437,0,0,0,0,0,0
VIV_1922439,0,0,0,0,0,0
VIV_1922440,0,0,0,0,0,0
VIV_1922441,0,0,0,0,0,0
VIV_1922442,0,0,0,0,0,0
VIV_1922443,0,0,0,0,0,0
VIV_1922444,0,0,0,0,0,0
VIV_1922445,0,0,0,0,0,0
VIV_1922446,0,0,0,0,0,0
VIV_1922447,0,0,0,0,0,0
VIV_1922449,0,0,0,0,0,0
VIV_1922450,0,0,0,0,0,0
VIV_1922451,0,0,0,0,0,0
VIV_1922452,0,0,0,0,0,0
VIV_1922454,0,0,0,0,0,0
VIV_1922455,0,0,0,0,0,0
VIV_1922456,0,0,0,0,0,0
VIV_1922458,0,0,0,0,0,0
VIV_1922460,0,0,0,0,0,0
VIV_1922461,0,0,0,0,0,0
VIV_1922464,0,0,0,0,0,0
VIV_1922483,0,0,0,0,0,0
VIV_1922487,0,0,0,0,0,0
VIV_1922504,0,0,0,0,0,0
VIV_1922513,0,0,0,0,0,0
VIV_1922524,0,0,0,0,0,0
VIV_1922525,0,0,0,0,0,0
VIV_1922527,0,0,0,0,0,0
VIV_1922528,0,0,0,0,0,0
VIV_1922529,0,0,0,0,0,0
VIV_1922530,0,0,0,0,0,0
VIV_1922531,0,0,0,0,0,0
VIV_1922532,0,0,0,0,0,0
VIV_1922533,0,0,0,0,0,0
VIV_1922534,0,0,0,0,0,0
VIV_1922535,0,0,0,0,0,0
VIV_1922536,0,0,0,0,0,0
VIV_1922538,0,0,0,0,0,0
VIV_1922539,0,0,0,0,0,0
VIV_1922540,0,0,0,0,0,0
VIV_1922541,0,0,0,0,0,0
VIV_1922542,0,0,0,0,0,0
VIV_1922543,0,0,0,0,0,0
VIV_1922545,0,0,0,0,0,0
VIV_1922546,0,0,0,0,0,0
VIV_1922548,0,0,0,0,0,0
VIV_1922549,0,0,0,0,0,0
VIV_1922550,0,0,0,0,0,0
VIV_1922551,0,0,0,0,0,0
VIV_1922552,0,0,0,0,0,0
VIV_1922553,0,0,0,0,0,0
VIV_1922554,0,0,0,0,0,0
VIV_1922557,0,0,0,0,0,0
VIV_1922558,0,0,0,0,0,0
VIV_1922559,0,0,0,0,0,0
VIV_1922560,0,0,0,0,0,0
VIV_1922561,0,0,0,0,0,0
VIV_1922562,0,0,0,0,0,0
VIV_1922563,0,0,0,0,0,0
VIV_1922564,0,0,0,0,0,0
VIV_1922566,0,0,0,0,0,0
VIV_1922567,0,0,0,0,0,0
VIV_1922569,0,0,0,0,0,0
VIV_1922570,0,0,0,0,0,0
VIV_1922571,0,0,0,0,0,0
VIV_1922573,0,0,0,0,0,0
VIV_1922575,0,0,0,0,0,0
VIV_1922578,0,0,0,0,0,0
VIV_1922582,0,0,0,0,0,0
VIV_1922583,0,0,0,0,0,0
VIV_1922584,0,0,0,0,0,0
VIV_1922585,0,0,0,0,0,0
VIV_1922586,0,0,0,0,0,0
VIV_1922587,0,0,0,0,0,0
VIV_1922588,0,0,0,0,0,0
VIV_1922589,0,0,0,0,0,0
VIV_1922590,0,0,0,0,0,0
VIV_1922591,0,0,0,0,0,0
VIV_1922592,0,0,0,0,0,0
VIV_1922593,0,0,0,0,0,0
VIV_1922594,0,0,0,0,0,0
VIV_1922595,0,0,0,0,0,0
VIV_1922596,0,0,0,0,0,0
VIV_1922597,0,0,0,0,0,0
VIV_1922598,0,0,0,0,0,0
VIV_1922599,0,0,0,0,0,0
VIV_1922600,0,0,0,0,0,0
VIV_1922602,0,0,0,0,0,0
VIV_1922603,0,0,0,0,0,0
VIV_1922604,0,0,0,0,0,0
VIV_1922605,0,0,0,0,0,0
VIV_1922606,0,0,0,0,0,0
VIV_1922607,0,0,0,0,0,0
VIV_1922608,0,0,0,0,0,0
VIV_1922609,0,0,0,0,0,0
VIV_1922610,0,0,0,0,0,0
VIV_1922611,0,0,0,0,0,0
VIV_1922612,0,0,0,0,0,0
VIV_1922613,0,0,0,0,0,0
VIV_1922614,0,0,0,0,0,0
VIV_1922615,0,0,0,0,0,0
VIV_1922616,0,0,0,0,0,0
VIV_1922617,0,0,0,0,0,0
VIV_1922618,0,0,0,0,0,0
VIV_1922619,0,0,0,0,0,0
VIV_1922620,0,0,0,0,0,0
VIV_1922621,0,0,0,0,0,0
VIV_1922622,0,0,0,0,0,0
VIV_1922624,0,0,0,0,0,0
VIV_1922626,0,0,0,0,0,0
VIV_1922627,0,0,0,0,0,0
VIV_1922628,0,0,0,0,0,0
VIV_1922629,0,0,0,0,0,0
VIV_1922630,0,0,0,0,0,0
VIV_1922631,0,0,0,0,0,0
VIV_1922632,0,0,0,0,0,0
VIV_1922634,0,0,0,0,0,0
VIV_1922636,0,0,0,0,0,0
VIV_1922637,0,0,0,0,0,0
VIV_1922638,0,0,0,0,0,0
VIV_1922639,0,0,0,0,0,0
VIV_1922641,0,0,0,0,0,0
VIV_1922644,0,0,0,0,0,0
VIV_1922651,0,0,0,0,0,0
VIV_1922652,0,0,0,0,0,0
VIV_1922654,0,0,0,0,0,0
VIV_1922655,0,0,0,0,0,0
VIV_1922656,0,0,0,0,0,0
VIV_1922663,0,0,0,0,0,0
VIV_1922664,0,0,0,0,0,0
VIV_1922666,1,0,0,0,0,0
VIV_1922678,0,0,0,0,0,0
VIV_1922680,0,0,0,0,0,0
VIV_1922681,0,0,0,0,0,0
VIV_1922682,0,0,0,0,0,0
VIV_1922683,0,0,0,0,0,0
VIV_1922684,0,0,0,0,0,0
VIV_1922685,0,0,0,0,0,0
VIV_1922686,0,0,0,0,0,0
VIV_1922687,0,0,0,0,0,0
VIV_1922688,0,0,0,0,0,0
VIV_1922690,0,0,0,0,0,0
VIV_1922691,0,0,0,0,0,0
VIV_1922692,0,0,0,0,0,0
VIV_1922693,0,0,0,0,0,0
VIV_1922694,0,0,0,0,0,0
VIV_1922695,0,0,0,0,0,0
VIV_1922696,0,0,0,0,0,0
VIV_1922697,0,0,0,0,0,0
VIV_1922698,0,0,0,0,0,0
VIV_1922699,0,0,0,0,0,0
VIV_1922700,0,0,0,0,0,0
VIV_1922701,0,0,0,0,0,0
VIV_1922702,0,0,0,0,0,0
VIV_1922704,0,0,0,0,0,0
VIV_1922706,0,0,0,0,0,0
VIV_1922711,0,0,0,0,0,0
VIV_1922712,0,0,0,0,0,0
VIV_1922713,0,0,0,0,0,0
VIV_1922715,0,0,0,0,0,0
VIV_1922716,0,0,0,0,0,0
VIV_1922717,0,0,0,0,0,0
VIV_1922718,0,0,0,0,0,0
VIV_1922719,0,0,0,0,0,0
VIV_1922720,0,0,0,0,0,0
VIV_1922721,0,0,0,0,0,0
VIV_1922722,0,0,0,0,0,0
VIV_1922723,0,0,0,0,0,0
VIV_1922724,0,0,0,0,0,0
VIV_1922725,0,0,0,0,0,0
VIV_1922726,0,0,0,0,0,0
VIV_1922728,0,0,0,0,0,0
VIV_1922729,0,0,0,0,0,0
VIV_1922730,0,0,0,0,0,0
VIV_1922734,0,0,0,0,0,0
VIV_1922736,0,0,0,0,0,0
VIV_1922737,0,0,0,0,0,0
VIV_1922742,0,0,0,0,0,0
VIV_1922744,0,0,0,0,0,0
VIV_1922745,0,0,0,0,0,0
VIV_1922746,0,0,0,0,0,0
VIV_1922748,0,0,0,0,0,0
VIV_1922750,0,0,0,0,0,0
VIV_1922751,0,0,0,0,0,0
VIV_1922753,0,0,0,0,0,0
VIV_1922754,0,0,0,0,0,0
VIV_1922755,0,0,0,0,0,0
VIV_1922764,0,0,0,0,0,0
VIV_1922776,0,0,0,0,0,0
VIV_1922777,0,0,0,0,0,0
VIV_1922778,0,0,0,0,0,0
VIV_1922779,0,0,0,0,0,0
VIV_1922782,0,0,0,0,0,0
VIV_1922783,0,0,0,0,0,0
VIV_1922784,0,0,0,0,0,0
VIV_1922785,0,0,0,0,0,0
VIV_1922786,0,0,0,0,0,0
VIV_1922787,0,0,0,0,0,0
VIV_1922788,0,0,0,0,0,0
VIV_1922789,0,0,0,0,0,0
VIV_1922791,0,0,0,0,0,0
VIV_1922792,0,0,0,0,0,0
VIV_1922793,0,0,0,0,0,0
VIV_1922794,0,0,0,0,0,0
VIV_1922795,0,0,0,0,0,0
VIV_1922796,0,0,0,0,0,0
VIV_1922797,0,0,0,0,0,0
VIV_1922798,0,0,0,0,0,0
VIV_1922799,0,0,0,0,0,0
VIV_1922800,0,0,0,0,0,0
VIV_1922801,0,0,0,0,0,0
VIV_1922802,0,0,0,0,0,0
VIV_1922803,0,0,0,0,0,0
VIV_1922804,0,0,0,0,0,0
VIV_1922805,0,0,0,0,0,0
VIV_1922807,0,0,0,0,0,0
VIV_1922808,0,0,0,0,0,0
VIV_1922809,0,0,0,0,0,0
VIV_1922810,0,0,0,0,0,0
VIV_1922811,0,0,0,0,0,0
VIV_1922812,0,0,0,0,0,0
VIV_1922813,0,0,0,0,0,0
VIV_1922814,0,0,0,0,0,0
VIV_1922815,0,0,0,0,0,0
VIV_1922816,0,0,0,0,0,0
VIV_1922817,0,0,0,0,0,0
VIV_1922818,0,0,0,0,0,0
VIV_1922819,0,0,0,0,0,0
VIV_1922820,0,0,0,0,0,0
VIV_1922821,0,0,0,0,0,0
VIV_1922822,0,0,0,0,0,0
VIV_1922823,0,0,0,0,0,0
VIV_1922832,0,0,0,0,0,0
VIV_1922833,0,0,0,0,0,0
VIV_1922835,0,0,0,0,0,0
VIV_1922836,0,0,0,0,0,0
VIV_1922837,0,0,0,0,0,0
VIV_1922855,1,0,0,0,0,0
VIV_1922857,0,0,0,0,0,0
VIV_1922858,0,0,0,0,0,0
VIV_1922860,0,0,0,0,0,0
VIV_1922861,0,0,0,0,0,0
VIV_1922862,0,0,0,0,0,0
VIV_1922866,0,0,0,0,0,0
VIV_1922867,0,0,0,0,0,0
VIV_1922868,0,0,0,0,0,0
VIV_1922870,0,0,0,0,0,0
VIV_1922871,0,0,0,0,0,0
VIV_1922872,0,0,0,0,0,0
VIV_1922873,0,0,0,0,0,0
VIV_1922874,0,0,0,0,0,0
VIV_1922875,0,0,0,0,0,0
VIV_1922876,0,0,0,0,0,0
VIV_1922877,0,0,0,0,0,0
VIV_1922878,0,0,0,0,0,0
VIV_1922879,0,0,0,0,0,0
VIV_1922883,0,0,0,0,0,0
VIV_1922884,0,0,0,0,0,0
VIV_1922885,0,0,0,0,0,0
VIV_1922886,0,0,0,0,0,0
VIV_1922889,0,0,0,0,0,0
VIV_1922892,0,0,0,0,0,0
VIV_1922894,0,0,0,0,0,0
VIV_1922895,0,0,0,0,0,0
VIV_1922898,0,0,0,0,0,0
VIV_1922899,0,0,0,0,0,0
VIV_1922900,0,0,0,0,0,0
VIV_1922901,0,0,0,0,0,0
VIV_1922902,0,0,0,0,0,0
VIV_1922903,0,0,0,0,0,0
VIV_1922904,0,0,0,0,0,0
VIV_1922905,0,0,0,0,0,0
VIV_1922922,0,0,0,0,0,0
VIV_1922923,0,0,0,0,0,0
VIV_1922925,0,0,0,0,0,0
VIV_1922926,0,0,0,0,0,0
VIV_1922927,0,0,0,0,0,0
VIV_1922928,0,0,0,0,0,0
VIV_1922933,0,0,0,0,0,0
VIV_1922941,0,0,0,0,0,0
VIV_1922942,0,0,0,0,0,0
VIV_1922943,0,0,0,0,0,0
VIV_1922945,0,0,0,0,0,0
VIV_1922947,0,0,0,0,0,0
VIV_1922948,0,0,0,0,0,0
VIV_1922949,0,0,0,0,0,0
VIV_1922950,0,0,0,0,0,0
VIV_1922952,0,0,0,0,0,0
VIV_1922953,0,0,0,0,0,0
VIV_1922954,0,0,0,0,0,0
VIV_1922956,0,0,0,0,0,0
VIV_1922957,0,0,0,0,0,0
VIV_1922958,0,0,0,0,0,0
VIV_1922959,0,0,0,0,0,0
VIV_1922960,0,0,0,0,0,0
VIV_1922962,0,0,0,0,0,0
VIV_1922972,0,0,0,0,0,0
VIV_1922988,0,0,0,0,0,0
VIV_1922989,0,0,0,0,0,0
VIV_1922990,0,0,0,0,0,0
VIV_1922991,0,0,0,0,0,0
VIV_1922992,0,0,0,0,0,0
VIV_1922993,0,0,0,0,0,0
VIV_1922997,0,0,0,0,0,0
VIV_1922998,0,0,0,0,0,0
VIV_1922999,0,0,0,0,0,0
VIV_1923000,0,0,0,0,0,0
VIV_1923001,0,0,0,0,0,0
VIV_1923002,0,0,0,0,0,0
VIV_1923003,0,0,0,0,0,0
VIV_1923004,0,0,0,0,0,0
VIV_1923009,0,0,0,0,0,0
VIV_1923011,0,0,0,0,0,0
VIV_1923012,0,0,0,0,0,0
VIV_1923013,0,0,0,0,0,0
VIV_1923017,0,0,0,0,0,0
VIV_1923073,0,0,0,0,0,0
VIV_1923074,0,0,0,0,0,0
VIV_1923075,0,0,0,0,0,0
VIV_1923076,0,0,0,0,0,0
VIV_1923077,0,0,0,0,0,0
VIV_1923078,0,0,0,0,0,0
VIV_1923079,0,0,0,0,0,0
VIV_1923080,0,0,0,0,0,0
VIV_1923081,0,0,0,0,0,0
VIV_1923082,0,0,0,0,0,0
VIV_1923083,0,0,0,0,0,0
VIV_1923088,0,0,0,0,0,0
VIV_1923089,0,0,0,0,0,0
VIV_1923090,0,0,0,0,0,0
VIV_1923091,0,0,0,0,0,0
VIV_1923092,0,0,0,0,0,0
VIV_1923093,0,0,0,0,0,0
VIV_1923094,0,0,0,0,0,0
VIV_1923095,0,0,0,0,0,0
VIV_1923096,0,0,0,0,0,0
VIV_1923097,0,0,0,0,0,0
VIV_1923099,1,0,0,0,0,0
VIV_1923100,0,0,0,0,0,0
VIV_1923101,1,0,0,0,0,0
VIV_1923102,0,0,0,0,0,0
VIV_1923104,0,0,0,0,0,0
VIV_1923105,0,0,0,0,0,0
VIV_1923106,0,0,0,0,0,0
VIV_1923107,0,0,0,0,0,0
VIV_1923108,0,0,0,0,0,0
VIV_1923109,0,0,0,0,0,0
VIV_1923110,0,0,0,0,0,0
VIV_1923111,0,0,0,0,0,0
VIV_1923112,0,0,0,0,0,0
VIV_1923113,0,0,0,0,0,0
VIV_1923114,0,0,0,0,0,0
VIV_1923115,0,0,0,0,0,0
VIV_1923116,0,0,0,0,0,0
VIV_1923117,0,0,0,0,0,0
VIV_1923118,0,0,0,0,0,0
VIV_1923119,0,0,0,0,0,0
VIV_1923120,1,0,0,0,0,0
VIV_1923121,0,0,0,0,0,0
VIV_1923122,0,0,0,0,0,0
VIV_1923123,0,0,0,0,0,0
VIV_1923124,0,0,0,0,0,0
VIV_1923125,0,0,0,0,0,0
VIV_1923126,0,0,0,0,0,0
VIV_1923127,0,0,0,0,0,0
VIV_1923128,0,0,0,0,0,0
VIV_1923129,0,0,0,0,0,0
VIV_1923130,0,0,0,0,0,0
VIV_1923131,1,0,0,0,0,0
VIV_1923132,0,0,0,0,0,0
VIV_1923133,0,0,0,0,0,0
VIV_1923134,0,0,0,0,0,0
VIV_1923135,0,0,0,0,0,0
VIV_1923136,0,0,0,0,0,0
VIV_1923138,0,0,0,0,0,0
VIV_1923140,0,0,0,0,0,0
VIV_1923141,0,0,0,0,0,0
VIV_1923142,1,0,0,0,0,0
VIV_1923143,0,0,0,0,0,0
VIV_1923144,0,0,0,0,0,0
VIV_1923145,0,0,0,0,0,0
VIV_1923146,0,0,0,0,0,0
VIV_1923147,0,0,0,0,0,0
VIV_1923148,0,0,0,0,0,0
VIV_1923149,0,0,0,0,0,0
VIV_1923150,0,0,0,0,0,0
VIV_1923151,0,0,0,0,0,0
VIV_1923152,0,0,0,0,0,0
VIV_1923153,0,0,0,0,0,0
VIV_1923154,0,0,0,0,0,0
VIV_1923155,0,0,0,0,0,0
VIV_1923156,0,0,0,0,0,0
VIV_1923157,0,0,0,0,0,0
VIV_1923158,0,0,0,0,0,0
VIV_1923159,0,0,0,0,0,0
VIV_1923160,0,0,0,0,0,0
VIV_1923161,0,0,0,0,0,0
VIV_1923162,0,0,0,0,0,0
VIV_1923163,0,0,0,0,0,0
VIV_1923164,0,0,0,0,0,0
VIV_1923165,0,0,0,0,0,0
VIV_1923166,0,0,0,0,0,0
VIV_1923167,0,0,0,0,0,0
VIV_1923168,0,0,0,0,0,0
VIV_1923169,0,0,0,0,0,0
VIV_1923170,0,0,0,0,0,0
VIV_1923185,0,0,0,0,0,0
VIV_1923186,0,0,0,0,0,0
VIV_1923187,0,0,0,0,0,0
VIV_1923188,0,0,0,0,0,0
VIV_1923191,0,0,0,0,0,0
VIV_1923193,0,0,0,0,0,0
VIV_1923194,0,0,0,0,0,0
VIV_1923195,0,0,0,0,0,0
VIV_1923196,0,0,0,0,0,0
VIV_1923197,0,0,0,0,0,0
VIV_1923198,0,0,0,0,0,0
VIV_1923199,0,0,0,0,0,0
VIV_1923200,0,0,0,0,0,0
VIV_1923201,0,0,0,0,0,0
VIV_1923203,0,0,0,0,0,0
VIV_1923204,0,0,0,0,0,0
VIV_1923205,0,0,0,0,0,0
VIV_1923206,0,0,0,0,0,0
VIV_1923208,0,0,0,0,0,0
VIV_1923209,0,0,0,0,0,0
VIV_1923210,0,0,0,0,0,0
VIV_1923211,0,0,0,0,0,0
VIV_1923212,0,0,0,0,0,0
VIV_1923213,0,0,0,0,0,0
VIV_1923214,0,0,0,0,0,0
VIV_1923215,0,0,0,0,0,0
VIV_1923216,1,0,0,0,0,0
VIV_1923217,0,0,0,0,0,0
VIV_1923218,0,0,0,0,0,0
VIV_1923219,0,0,0,0,0,0
